gene,C42_2,C42B_2,LNCAP_2,MR49F_2
ENSG00000005448,1.0683763877654722,2.1452275771892144,4.073628507385956,2.665548322237471
ENSG00000005469,2.7143529665635926,2.7075838857358043,6.822765895688071,3.691764325446565
ENSG00000005471,0.9992493394669099,0.460376044309281,1.1099960638995074,0.0
ENSG00000005483,4.063619404246761,2.8675391374451964,7.070382464646396,4.001786463756377
ENSG00000005486,3.553196758074933,3.296672088223793,3.7143311572693993,4.816722518229331
ENSG00000005513,1.0063157200014738,0.29778925424233976,2.0561551989208504,1.0348556003072427
ENSG00000005700,3.5383022674188305,2.9079292435654103,6.788577792636731,5.004846546739902
ENSG00000005801,3.610401003577284,2.434114434240766,5.722270713771127,5.355354113234049
ENSG00000005810,4.802899993703857,2.585850157522365,7.733582856186384,4.2406374365623325
ENSG00000005812,4.908362592731138,2.5187577828305803,5.231262713374295,3.996060023358133
ENSG00000005882,2.083678489457792,2.273251311260999,3.656132006678008,2.754904182944436
ENSG00000005884,1.0750332118501318,2.778752984702923,4.972508364279255,2.2854275441551515
ENSG00000005889,4.3340081889491,3.1876445518715326,4.544251658674267,4.871804839242342
ENSG00000005893,4.394902038914622,4.677035118140863,7.245545221535023,6.538080165207511
ENSG00000005961,0.10233738892615739,0.195426248149762,0.22790231270756958,1.4877995445753969
ENSG00000006007,4.250393991244689,3.8052420586031626,5.9572525600961415,5.171295604610709
ENSG00000006015,0.6626302081655001,0.9559152509254903,3.284273533480633,0.8423383911879777
ENSG00000006025,0.2981700483133146,0.938504810889783,1.893642980135384,2.7890127343234252
ENSG00000006042,3.7359326306848106,3.456781649495646,5.377600635497965,3.3394040519535886
ENSG00000006047,0.4373093781840183,2.261691049053611,0.991505326303972,1.6284452213983043
ENSG00000006062,2.3624575811258026,2.163526578710018,4.907249610585717,4.227183514334109
ENSG00000006071,0.7879092110573034,1.6365479014816715,3.7609907276376298,3.2611203122337997
ENSG00000006118,4.470193873212525,2.724284811810011,5.316258380308689,5.760220711391274
ENSG00000006125,5.17056257481355,3.977245588555948,8.40616720474892,6.454968235936509
ENSG00000006194,3.2284352666535012,2.565667442110293,4.690236189867063,5.36793423577985
ENSG00000006282,2.845382552763028,3.4788073982143737,6.897253086648381,5.362421932530362
ENSG00000006283,0.08212589404297124,0.19490838803818908,0.3408646614183765,0.28526339022807606
ENSG00000006327,2.3212068948894022,1.2446415769681418,3.2111270370795846,3.1314676000968094
ENSG00000006432,1.8262518502871994,2.624681795825179,3.7630488445941856,3.609505920245668
ENSG00000006451,2.777379386580507,2.317210605814824,5.363972451525952,6.024693688022513
ENSG00000006453,5.904741721910223,2.6795415763841066,6.312511281046274,4.586290491776833
ENSG00000006459,4.68744790020768,1.517558384490352,3.437169556823406,4.148495337758581
ENSG00000006468,0.9610721999996052,0.0,4.48607937630601,0.16101885710833086
ENSG00000006530,5.433772592011596,2.948749402072889,6.851591916324437,6.522088066619604
ENSG00000006534,0.5043702123538347,0.21262367470328097,0.21819110335312497,0.2524659644037387
ENSG00000006576,2.65782082601527,3.464258655120152,5.924345164583403,5.469043866577478
ENSG00000006607,2.239520884637433,2.5138799428588263,5.015242785688265,5.395288539057664
ENSG00000006625,4.132671206243846,2.0160322825211394,5.6428910758496755,3.0973527305994737
ENSG00000006634,5.188492000898036,1.711079605614737,6.507958779721046,4.389514024295042
ENSG00000006652,5.8929683209875305,3.182824185417122,3.86681575075999,4.3798281774735335
ENSG00000006695,3.4910066759483813,2.3877469069813593,5.0591330773744145,3.8033431742814194
ENSG00000006704,3.8761208501331,2.353776671442208,2.4664295063893813,3.301608892492327
ENSG00000006712,4.35708783911736,3.993953477606022,6.892212976976454,4.6324517537303045
ENSG00000006715,2.2423476367931774,3.2074906414641586,6.831708600968151,4.721403339271116
ENSG00000006740,4.055728451385504,1.5653533141374651,4.548617745958715,3.4017928068504166
ENSG00000006744,6.398493644435878,3.3590347152478817,6.791999209959199,5.180609196238542
ENSG00000006747,0.21998696827661196,0.12918419685957458,2.9814298471539673,0.42743301833732705
ENSG00000006756,3.142069499331925,1.3851912982407504,5.860807056364002,3.30392154347818
ENSG00000006757,2.851880297818853,1.2160029659375124,6.115778560823856,4.425140670215596
ENSG00000006831,5.516721975229973,4.6146894259295665,2.9572599009863074,3.8427648480494625
ENSG00000006837,0.42778834674157734,0.3297811203901577,1.4925085796484827,1.1336363399841003
ENSG00000007047,1.9958140887595999,2.1916574877450237,2.9130187777921615,3.1801275417865367
ENSG00000007080,3.137518537390681,1.7837387356812167,2.419204055041649,2.628255070785155
ENSG00000007168,3.3617670733382092,1.66984951492384,6.467655477809276,4.376473325251286
ENSG00000007174,0.45917672755531297,0.5031403614596293,0.008952344883959488,0.44599272874679935
ENSG00000007202,4.775894879776834,4.031485429936033,7.804807240715329,3.7021889910880645
ENSG00000007255,2.402370171977592,0.9908315910778647,1.7458208340611865,3.2919581532095634
ENSG00000007341,2.850402107512814,2.1824525151639715,4.412942959847997,3.8378133626774567
ENSG00000007376,2.341669873972374,2.564975703327966,6.3174400859773385,3.1841537292175515
ENSG00000007384,2.3620237523405954,2.259600313917628,6.039551186500449,3.0692200983565976
ENSG00000007392,2.9542313948782817,4.051595823828721,4.915580535478635,4.888837094450109
ENSG00000007402,0.9969897775333908,0.8324953286975586,3.5180987725529795,5.5282987098871255
ENSG00000007516,1.2288339031318767,3.391610994754763,1.1653589886617515,3.614444155077754
ENSG00000007520,1.5041777873458877,2.324177289619154,3.107302169108083,3.1400041686845954
ENSG00000007541,1.957948789154723,2.181678527501675,4.715284236031721,3.103830833108631
ENSG00000007545,2.007422830437861,2.656306187832577,2.259887084208592,3.444695755643671
ENSG00000007866,1.392145576781931,3.1539316026995885,5.234327228629512,3.781412761610962
ENSG00000007923,4.511937664907886,3.1335464914643505,4.9073499804303395,5.832089014729073
ENSG00000007944,4.630324553402825,2.0663107254472233,3.607881636071409,2.726315984824407
ENSG00000007952,0.5149469110277712,0.018591909661135907,0.5083458827805428,0.1915327010585344
ENSG00000007968,2.4302080634941072,3.093452199932373,5.016681031094486,2.4333236049263705
ENSG00000008018,2.935566224611025,2.900238300970753,6.089744285159473,4.336559132618724
ENSG00000008083,1.9356868251791024,3.3638171418026315,6.21621068334404,2.0862784824113003
ENSG00000008086,3.545516840259107,3.0846590640866407,3.143889416893992,3.66353084155558
ENSG00000008128,1.2673143821167454,1.8031469928316615,4.09687619986292,3.841199717312078
ENSG00000008130,1.9341520963741339,2.889079918531424,5.811123928315001,3.141329525190179
ENSG00000008256,3.1707918931186843,3.4348784549453573,6.100204389597998,4.536581483109687
ENSG00000008277,1.4965630640299572,3.0360465430078523,4.262690300688742,3.54209848326629
ENSG00000008282,3.6477510459285454,3.6529766066991343,5.720213545562327,6.075797011222637
ENSG00000008283,4.265959556835947,6.157235050194316,6.7928132207672105,6.007763353575559
ENSG00000008294,2.8099953031701252,3.3481293647447257,6.2378754491367685,3.551931547176565
ENSG00000008300,2.480930836687465,1.5868344329076696,3.6190620016983517,3.2808807891147858
ENSG00000008311,2.148311971231461,0.2543022864389785,2.5424580010813296,1.6917628793574582
ENSG00000008323,0.24714869129726252,1.5096610678804612,0.3688312406915252,0.8914395407459109
ENSG00000008324,1.1964563699973252,1.9761845838198682,4.122240398908101,3.2550064766791813
ENSG00000008382,1.6817136273857964,1.496025799607644,5.114855464268261,3.9817436820215346
ENSG00000008394,3.8403748156848514,4.585755542468432,8.416408789020295,5.719730516697022
ENSG00000008405,3.6149933629347593,3.496625839013097,3.0606307925417986,3.1671234816054232
ENSG00000008441,6.416510692177882,4.806785763809067,5.261039049929577,5.6045435942739825
ENSG00000008513,5.786142329322041,5.598311055724234,7.241253367599433,6.9866753720367285
ENSG00000008517,1.4353327669435847,2.0037544130472185,0.907783961050161,0.6315784818919397
ENSG00000008710,4.570685190128962,2.3772260416947284,5.873750903282577,4.2854099399847545
ENSG00000008735,3.9114237347191083,1.5011536311711922,4.3028835694572045,3.7734289686504283
ENSG00000008838,3.5774122328371165,3.692229320566228,5.07991469981295,5.492689569376955
ENSG00000008853,2.899311711633607,1.8906701066137974,4.1200364133690215,3.9541541076552758
ENSG00000008869,2.142190161220527,3.0156387939804454,4.313492966763872,2.681561001886516
ENSG00000008952,4.240263499546867,3.060769948689728,5.445240200765593,3.402279217132072
ENSG00000008988,4.881754647675003,4.098456685625121,5.19007846507475,7.082880323971112
ENSG00000009307,6.275820016017956,6.626877455964572,9.381676812904129,5.619767950252138
ENSG00000009335,3.5827908877567367,3.9849062541317597,7.953839462160533,5.89909932384498
ENSG00000009413,4.731235442082909,2.340117211146085,3.3419868924877996,4.650497285693987
ENSG00000009694,4.945185368563776,0.08930299783654976,4.575439141082234,6.900316729639949
ENSG00000009765,1.0773642829781935,0.8220980454275377,4.712711612626826,3.3733124890528488
ENSG00000009780,4.336633833039469,1.5869064818144247,3.292663094951904,3.8846040946238176
ENSG00000009830,1.7749941750577252,2.4424340749349516,4.045769297325887,2.399319019479745
ENSG00000009844,1.8448346787481833,4.1955234405492385,5.6813614941047605,3.7749309583238317
ENSG00000009950,0.9307386079553384,0.9486914787784719,1.4824128935114131,2.0069494374742676
ENSG00000009954,4.034572149801084,3.779489786379881,4.594609273535366,4.615499289364196
ENSG00000010017,3.2704197061783242,2.909187959303115,5.04879149192317,4.723524950446998
ENSG00000010072,1.8143084964151042,2.561230291423483,4.787838479694504,3.926728563342664
ENSG00000010165,3.166533099751554,2.378393032508654,5.475203503338093,2.909449290018058
ENSG00000010219,1.8521137634045237,1.504670729212346,3.3453384696162645,2.217924366010998
ENSG00000010244,4.671519677168483,3.7531809076715223,7.129449021753068,5.6640273254494735
ENSG00000010256,3.405715960874724,3.647597799374264,4.927989819768567,5.82486885790642
ENSG00000010270,4.381514683162793,3.0266963706956034,6.043095500247681,5.370577559471991
ENSG00000010278,5.779484770615632,5.366042753018714,7.632600936711141,5.74354131214578
ENSG00000010292,2.8968283693906915,4.08299234985992,6.577761982128288,5.492597558192555
ENSG00000010318,2.1147673737303454,1.517426176684727,3.9163149457665805,3.036132393009605
ENSG00000010319,1.1621150813475276,2.23851057048193,3.6329818410981014,3.0384695607618175
ENSG00000010322,1.4719689723481582,3.091118011043058,5.4966731237863025,2.7284084196733556
ENSG00000010361,0.356417790386449,0.10581896190857888,3.204395522192921,2.236735419205562
ENSG00000010404,3.0945776415156145,2.6314693501986985,4.363523720111139,3.8684231553328483
ENSG00000010539,2.14570737533828,2.483781460743657,5.733193640327738,3.3286576344219982
ENSG00000010626,3.3985252414111704,1.26924278480533,5.036739620580725,3.2081434828629045
ENSG00000010704,1.2929069590445028,2.4770300218437926,0.7613751719552503,2.243241594061724
ENSG00000010803,5.002608448759181,3.423581390256983,4.4557768377969555,4.395722597876692
ENSG00000010810,0.24336858726044008,0.46987271390449437,1.2152430346348604,1.3635393911253832
ENSG00000010818,3.7786256833556715,2.8185252227040043,4.858582529282442,2.3283903301313997
ENSG00000011007,3.831918086910413,3.6024818131047844,5.157198773643045,4.589626948196005
ENSG00000011009,1.689392027391069,2.6899942422370597,5.2852439626574705,3.0710278422016732
ENSG00000011021,2.4802231688817926,2.6551820618272917,2.8545470821500962,3.555463858843264
ENSG00000011052,0.1056531514651679,0.358533822844668,1.048493869476075,1.1026118528579045
ENSG00000011105,3.8442639038628146,4.920436181739972,4.770472067367497,3.572529252416505
ENSG00000011114,2.51555018568116,3.879757538924717,5.502174794399546,5.263927930371584
ENSG00000011132,2.087353573943535,0.7099006020659464,3.986530462860506,2.5742650215418403
ENSG00000011143,2.4845202314302424,1.7669741542316948,4.477211397980643,4.66674431282445
ENSG00000011198,4.179022424639587,1.921950323787351,5.484135574641245,3.924659368631363
ENSG00000011243,3.074619275388215,2.876444795142833,3.028266729220142,3.9637602422136164
ENSG00000011258,2.266063865745304,4.742193823915917,6.162543450750547,2.983947554298203
ENSG00000011260,2.660749877367454,5.303316419516411,5.296698439414454,5.030615201912767
ENSG00000011275,2.115311760895645,1.8268603685643483,5.246810826544866,4.364117379623066
ENSG00000011295,5.546119951883229,2.7308211410664462,6.284179930268822,6.224040284466649
ENSG00000011304,3.5512617611230444,3.780524692189923,6.073051575215692,5.327904635706123
ENSG00000011332,1.5679778254618322,0.6312022365721914,2.3716936238997692,1.8777049403567763
ENSG00000011347,3.8034807641892954,1.8933278947413847,5.122630500758951,4.85444862698329
ENSG00000011376,4.091307010953838,4.012509958442606,5.994403626452428,3.969880246029568
ENSG00000011405,3.8455867006725715,4.002434701027541,5.887315662175323,7.025142260887062
ENSG00000011426,5.694300195207418,4.563247792952058,4.483989528098314,5.031676734850432
ENSG00000011451,2.628535232288851,2.556285112343536,5.059429860136647,4.490012109990583
ENSG00000011454,2.874992257263447,4.2444058564364004,5.807984665166895,5.5850537502838735
ENSG00000011478,0.8533618312032198,1.4283344692317477,1.5458693916069641,3.7710872119888057
ENSG00000011485,4.295566995806852,3.3352361317056283,4.813243554983663,4.2663871250517165
ENSG00000011523,2.0481489452914183,1.1808262502235332,5.506927987113486,3.5019645259433156
ENSG00000011566,2.783381897365479,1.6337240469443663,3.5710230006301105,3.6480218850034287
ENSG00000011638,3.615749457043869,3.4043584700312053,3.141286391665425,3.8822935248286092
ENSG00000011677,3.147610884175768,1.2729118856030237,1.951856189781371,3.127055140456154
ENSG00000012048,3.805986135746951,3.190829950897352,5.136987469013182,2.4352195798739515
ENSG00000012061,3.278574351037988,2.5754509675569994,4.9448806540679815,4.290798878796819
ENSG00000012171,1.0463141228604964,1.794298088410119,3.88500694141506,2.9003110713716285
ENSG00000012174,4.205006852356396,4.176329295349232,3.668062160441948,4.81182880421945
ENSG00000012211,2.1216659498774004,2.4521731598151715,1.4733615603087018,4.24999115041335
ENSG00000012223,0.19573352369023306,0.10132168687464724,1.9771416517086826,0.04831655167388355
ENSG00000012232,2.4690794303632178,2.1218828503890506,4.500637574870865,3.6905030498467806
ENSG00000012660,7.101785758297163,3.633907917927222,6.7534363781542,7.423556390712881
ENSG00000012779,0.09476249174728457,0.34336036478871906,1.0069542420326159,0.2524659644037387
ENSG00000012817,2.3997207551919546,0.0,5.063160424823069,2.9741365918994536
ENSG00000012822,3.2063058044793364,1.4867585124133893,3.4061749378845323,4.528147101374612
ENSG00000012963,2.42433520710787,3.4403524397244767,7.300059971364127,5.1497633355493155
ENSG00000012983,3.1984860594176405,3.5398851492597574,4.55104252026348,3.7000782337255216
ENSG00000013016,2.0276204839633927,1.5639170021236877,3.643340441061416,3.9296842984576927
ENSG00000013275,2.925703381536877,3.310802781879259,6.633422626776413,3.6345184853124257
ENSG00000013288,2.9537065102371294,2.473367769868549,5.558176644669672,4.4139044253565265
ENSG00000013306,3.5008809125619673,3.64117966968316,6.223569319678803,4.5945199160460435
ENSG00000013364,1.005819670861347,1.6070401089060782,5.210436832948086,2.77888352140287
ENSG00000013374,3.6635932950147407,3.001933726670134,6.434697225988973,4.575732376882079
ENSG00000013375,6.582731665276389,2.7927628205004913,6.584577314493878,3.22210290404528
ENSG00000013392,4.032944883707414,1.7386511971368883,5.943241516254003,4.406624589435091
ENSG00000013441,5.201133544539984,2.9604507195973406,4.208994784677897,4.6867838426098976
ENSG00000013503,2.63079274022219,2.1139800561524456,5.6618172330522,2.78490080141592
ENSG00000013523,2.4799444925979097,3.3030000842109706,5.749958229079709,4.592095758676579
ENSG00000013561,2.906509090971256,2.882374717270669,4.996621357195824,4.516515970062049
ENSG00000013563,2.1429165287446947,2.3286173183482113,3.4764241766900743,4.006223876356733
ENSG00000013573,4.117474646989315,2.370208625983234,2.493008797185799,3.7932449147822878
ENSG00000013583,1.9591682882401655,2.1847762824903985,3.6083363191762245,4.271686047024738
ENSG00000013619,0.5544394038361209,1.4199892817653825,0.6057148321319991,1.167949455877336
ENSG00000013810,4.855391242354272,2.9208947860840198,6.404655049470617,5.559974832938863
ENSG00000014123,4.16607525858594,4.484489380291921,7.032189398798222,4.890642250355745
ENSG00000014138,2.3311948924359176,2.279201790054385,5.765271244628787,3.411180217024756
ENSG00000014164,2.2255356945399023,1.9731000016732951,5.251012508667313,2.972092411232883
ENSG00000014216,3.7016729125165884,3.119055167708135,6.039222708175616,5.623425291082148
ENSG00000014257,3.8816863358026583,2.936584247503654,5.996447704796343,4.8832321619700645
ENSG00000014641,3.029891042912939,4.310701731735352,7.49754744544766,5.653496771932254
ENSG00000014824,2.3687742400585674,3.4046571727930206,5.437137341562401,5.380886114652696
ENSG00000014914,2.54662401418287,1.2514206929326135,3.4589275890018745,1.3891503717432792
ENSG00000014919,2.852064329236412,2.9210986933011487,4.000774146301137,3.5024239822600416
ENSG00000015133,2.3921218944769462,3.4238326338884346,6.66985417821897,3.2632704576676224
ENSG00000015153,2.477792076361933,2.212634605078267,5.170005298730104,3.8492725765088185
ENSG00000015171,3.3853724364162403,5.728849020347925,6.421992706422862,5.448497617744306
ENSG00000015285,0.1849642596133721,0.36047716109056277,1.171386374198432,0.5289949550904104
ENSG00000015475,1.0761711290981142,2.4623610615736298,5.906085662386746,4.177087449042659
ENSG00000015479,1.1595861352189083,1.780849467606317,4.764444705185925,4.093151067990069
ENSG00000015532,3.395391273236077,3.008324994475737,3.430155484922961,3.1122112125005477
ENSG00000015676,3.4838097616499315,2.902108562418971,4.768056686448086,4.682134518072999
ENSG00000016391,4.206279051937409,3.245367704613675,2.5685185718318184,3.9375758677581616
ENSG00000016402,0.40782735354060784,0.3149119042770809,1.974527524070127,1.0319956015796063
ENSG00000016864,5.385475368742758,3.2814932569941484,6.449207865576544,5.053622374787684
ENSG00000017260,5.468194212578786,3.9182102811240838,6.431773672634437,4.613159542789634
ENSG00000017427,1.1944850913779204,0.3609780957595917,2.0723258384688137,1.9073999089426743
ENSG00000017797,4.625917788932374,3.1745766526552366,5.483082549598261,5.9461562319153884
ENSG00000018189,1.7933578773282395,3.049044679832172,4.209858832692956,4.348621588567314
ENSG00000018408,0.485264427022944,0.06322789829573949,3.5949650038812715,1.0237511895588358
ENSG00000018510,1.571046543608967,2.2335424843557634,4.061963215169256,3.2058853760836667
ENSG00000018610,2.1842326006851756,1.8968067385847016,4.596647676693145,3.687044282755252
ENSG00000018699,2.1427971029364836,1.3912978297916587,3.3604322758721086,3.171984227613678
ENSG00000018869,0.5225226335963499,0.4654879661296363,2.4606130262041352,0.7862621749119818
ENSG00000019144,2.3837447814049164,1.5764579805501773,4.707403058844952,3.059610211585826
ENSG00000019485,0.3243732828801349,0.33567940331917384,2.147373533927065,1.806549115889378
ENSG00000019505,0.018683087424977738,0.8238115976157095,0.0,0.9469250248559619
ENSG00000019582,1.5526100147425645,0.03869562557225908,0.5540848638550404,0.0
ENSG00000019991,0.0,2.405780761920426,0.0,0.0
ENSG00000019995,3.625564938327487,1.5417982758297593,4.827159460417125,3.843348601197844
ENSG00000020129,3.6213039493580617,3.249360526010649,4.037244232854206,5.248280948900815
ENSG00000020181,0.11300267757417524,0.40679036570420923,0.24249742459122656,0.10533828876325849
ENSG00000020256,2.0599670279687228,2.309770243078111,4.289236941403093,1.4366878613069467
ENSG00000020426,3.267530929324353,2.1071043725200664,2.5858291951310197,1.8835149934495887
ENSG00000020577,2.161874018509333,1.454281079040114,0.3322636454340382,1.2671111270844235
ENSG00000020922,3.033571031550599,3.4024772008045945,7.014150832736534,2.868318467276411
ENSG00000021300,3.218104867305461,2.720477052208807,6.643802821590897,5.266177437167778
ENSG00000021488,0.7796441560915547,0.054488741192692605,0.7158746674277663,0.0720847336735677
ENSG00000021574,2.742933188903896,3.010150318357855,4.937455585454254,4.795114560709646
ENSG00000021645,1.9123881793415722,0.040855410233154435,0.6041024841127688,0.5088376309781198
ENSG00000021762,2.2137457522538853,1.8472954924981748,5.105581250721019,4.204469890129796
ENSG00000021776,3.9604600314919156,2.3000995877635537,5.324791330385029,4.717707740030302
ENSG00000021826,1.7494638748285758,2.335627269618966,1.8732724095653466,4.4425433583448575
ENSG00000022267,0.0,0.43173702336077846,0.0,0.10960268211615243
ENSG00000022277,2.5462162755864197,2.970997838903271,3.902994255032671,5.334727695603422
ENSG00000022556,3.070013477340365,2.4383354670000355,5.576682062071303,4.141299440465811
ENSG00000022567,1.8051680995060282,1.3736838204692934,3.8765866643234665,2.57898438758361
ENSG00000022840,4.211150598446069,5.0252026789057735,4.607762640916304,6.513410474335182
ENSG00000022976,3.4538816432619375,1.417697842443909,3.8561533926482316,3.8942345960367972
ENSG00000023041,3.577204201869803,1.9248224080628935,4.121750845177644,4.26982166465773
ENSG00000023171,0.24112803890229947,0.21593139939534484,0.06869490989676454,0.1030082953468292
ENSG00000023191,3.515330656305744,2.9757904258317813,3.6384423230522356,5.107687604592224
ENSG00000023228,5.177983686187527,3.7619632235553033,6.60064898987259,4.317632743704514
ENSG00000023287,3.1811219927973524,3.010846714491845,3.982392104629084,5.947810297901772
ENSG00000023318,5.259154016207146,2.7392575884192207,5.824841967790714,3.9804001528375528
ENSG00000023330,2.9448970473499525,3.0614486725136487,6.123453834072385,4.956386301204535
ENSG00000023445,2.2360791203200185,2.316943506650727,3.4154399931240977,0.7785997529868092
ENSG00000023516,4.056788486440076,2.8961527355665524,4.334751601907199,4.143122574368318
ENSG00000023572,1.9468837363786675,1.6009254062751164,4.266787892340045,3.569379025612207
ENSG00000023608,2.2611569551813178,2.1147567271707617,3.0284583375165077,2.7151479264656664
ENSG00000023697,2.121509114742586,2.7823819481678456,3.9104291690015196,3.828378448567479
